CENSUS TRACT,Total HH,HH above poverty level,HH below Poverty Level,HH receiving benefits,HH not receiving benefits,HH White alone ,HH Black Alone,HH American Indian alone,HH Asian alone,HH Pacific Islander alone,HH Other race alone,HH Two or more races,HH Hispanic or Latino origin (any race),Total Median Income
17031802609,2428,2239,189,396,2032,1369,77,0,370,0,574,38,838,54248
17031802610,635,625,10,24,611,555,0,0,70,0,6,4,10,90529
17031802701,2204,2126,78,217,1987,1701,16,13,345,14,115,0,273,90106
17031802702,1778,1615,163,93,1685,1409,9,0,291,0,29,40,66,84875
17031802801,1867,1783,84,45,1822,1667,29,0,110,0,52,9,85,102520
17031802802,2296,2153,143,17,2279,1972,26,24,191,0,63,20,146,102045
17031802900,2052,1989,63,0,2052,1967,0,0,63,0,0,22,22,130909
17031803005,1082,968,114,86,996,964,20,0,69,0,29,0,55,67222
17031803007,1996,1948,48,106,1890,1692,28,0,201,0,58,17,95,105991
17031803008,1667,1587,80,65,1602,1515,20,0,104,0,23,5,63,108068
17031803010,1988,1901,87,28,1960,1706,18,0,163,0,101,0,165,111042
17031803012,933,883,50,105,828,791,0,15,69,0,24,34,120,75417
17031803013,2207,2054,153,119,2088,1918,14,0,97,16,132,30,149,78125
17031803014,1357,1259,98,128,1229,1146,23,0,102,0,86,0,212,65243
17031803015,1902,1791,111,87,1815,1663,95,0,144,0,0,0,81,78600
17031803016,912,897,15,25,887,409,0,0,471,0,9,23,21,98571
17031803017,2665,2577,88,146,2519,2051,22,0,335,0,203,54,310,90799
17031803100,1221,1125,96,23,1198,1182,0,0,25,0,0,14,22,117772
17031803200,2332,2230,102,29,2303,2195,37,0,100,0,0,0,91,83491
17031803300,2758,2458,300,223,2535,2369,22,0,274,0,62,31,184,97353
17031803400,2232,2097,135,93,2139,2111,0,0,97,0,10,14,62,116667
17031803500,2248,2084,164,25,2223,2202,0,0,46,0,0,0,0,105114
17031803603,2319,2266,53,69,2250,1796,33,0,450,0,0,40,0,157125
17031803604,1845,1780,65,100,1745,1597,28,0,140,0,58,22,128,69417
17031803605,2647,2366,281,336,2311,2129,47,0,333,0,138,0,313,95089
17031803606,2776,2315,461,375,2401,1299,93,31,227,0,1109,17,1295,54513
17031803607,1846,1821,25,9,1837,1649,0,0,85,0,55,57,135,109929
17031803608,2849,2539,310,313,2536,2155,145,0,285,0,210,54,284,67773
17031803610,3193,2893,300,147,3046,2372,174,0,391,0,110,146,281,65639
17031803611,2037,1871,166,221,1816,1192,137,0,133,0,420,155,742,65889
17031803612,1228,956,272,226,1002,872,38,18,118,0,174,8,487,55278
17031803701,1378,1275,103,96,1282,1164,9,0,102,0,92,11,110,91122
17031803702,2611,2513,98,93,2518,2277,31,0,188,0,20,95,147,90685
17031803800,1762,1657,105,79,1683,1526,22,8,87,0,66,53,139,84615
17031803901,1761,1642,119,65,1696,1557,19,15,107,0,22,41,67,66347
17031803902,1275,1213,62,16,1259,1123,0,0,19,0,105,28,168,91010
17031804000,1870,1793,77,60,1810,1631,44,0,90,0,88,17,215,72627
17031804102,2530,2498,32,18,2512,2195,13,0,322,0,0,0,39,132222
17031804104,1775,1715,60,41,1734,1340,32,0,368,0,0,35,57,116563
17031804105,1255,1211,44,0,1255,1076,0,0,152,0,0,27,6,123594
17031804106,2743,2637,106,77,2666,2038,34,16,576,0,47,32,140,111635
17031804108,1900,1814,86,121,1779,921,145,14,702,16,49,53,153,85000
17031804109,1080,1042,38,35,1045,864,64,0,103,0,35,14,62,110833
17031804201,2788,2602,186,69,2719,2174,0,0,569,22,23,0,87,148670
17031804202,2594,2432,162,236,2358,2100,0,0,420,0,74,0,103,122931
17031804305,2404,2294,110,242,2162,1844,104,0,213,0,227,16,501,75682
17031804306,1695,1574,121,241,1454,1115,31,10,79,0,445,15,637,64310
17031804308,2436,2312,124,188,2248,1504,154,0,426,0,269,83,493,72073
17031804309,940,893,47,86,854,621,51,0,65,0,170,33,288,87742
17031804310,3137,3019,118,171,2966,2431,60,0,486,0,121,39,509,95439
17031804311,2673,2517,156,143,2530,1570,82,25,664,0,302,30,505,97420
17031804403,2430,2145,285,142,2288,1706,119,58,259,12,221,55,699,75417
17031804404,1534,1423,111,134,1400,944,27,0,108,0,442,13,750,69559
17031804405,1071,949,122,204,867,487,147,20,157,0,260,0,499,59397
17031804406,2002,1862,140,224,1778,1321,107,10,190,0,358,16,824,62727
17031804505,1396,1226,170,108,1288,1208,57,11,77,0,32,11,190,67907
17031804506,1715,1691,24,80,1635,1417,17,11,200,0,38,32,158,95265
17031804507,4204,4008,196,136,4068,3090,112,0,719,0,200,83,355,97684
17031804508,735,598,137,168,567,438,60,5,99,0,117,16,225,62063
17031804509,1621,1542,79,189,1432,928,21,0,177,0,462,33,795,74792
17031804510,1491,1234,257,272,1219,724,48,4,33,0,656,26,999,63422
17031804511,755,626,129,111,644,415,53,5,103,0,179,0,378,58650
17031804603,2651,2507,144,220,2431,1576,113,0,614,0,256,92,387,64721
17031804606,2500,2437,63,57,2443,2009,35,0,391,0,45,20,132,104968
17031804607,2396,2280,116,157,2239,1954,47,0,280,0,23,92,131,97969
17031804608,1424,1296,128,72,1352,1021,38,0,283,0,53,29,110,85040
17031804609,2288,2204,84,34,2254,1456,14,25,724,0,18,51,64,95315
17031804610,1146,1069,77,57,1089,892,20,0,208,0,0,26,28,72037
17031804611,1804,1753,51,57,1747,1533,38,7,185,0,0,41,88,83889
17031804701,2475,2253,222,166,2309,1319,235,0,624,0,253,44,335,62756
17031804705,1569,1443,126,114,1455,1000,106,13,234,0,204,12,281,63301
17031804706,771,761,10,49,722,606,7,0,92,0,53,13,69,119327
17031804709,2436,2260,176,184,2252,1616,132,0,423,0,229,36,378,62179
17031804710,1509,1455,54,94,1415,1268,35,12,124,0,51,19,79,78317
17031804711,2937,2695,242,237,2700,1590,210,19,911,0,182,25,340,69365
17031804712,1815,1747,68,66,1749,1322,124,0,280,0,82,7,142,95949
17031804713,2063,1864,199,171,1892,1005,58,18,840,0,123,19,179,89185
17031804714,1252,1176,76,82,1170,1027,0,14,157,0,23,31,89,76959
17031804715,1056,947,109,218,838,428,47,0,308,0,257,16,348,50373
17031804716,1599,1533,66,148,1451,933,44,13,524,0,51,34,147,95527
17031804803,2073,2045,28,180,1893,1506,95,17,383,0,46,26,188,81118
17031804804,2502,2297,205,182,2320,1685,196,46,399,0,176,0,301,79351
17031804805,2420,2342,78,66,2354,1920,115,0,288,0,65,32,167,83662
17031804806,1101,1031,70,65,1036,842,37,0,51,0,138,33,270,73313
17031804807,1739,1636,103,127,1612,1360,31,0,194,0,143,11,216,80957
17031804808,818,789,29,16,802,677,4,9,70,0,53,5,81,107174
17031804809,1434,1336,98,20,1414,1217,45,0,145,0,0,27,7,99643
17031804810,2457,2209,248,194,2263,1945,55,0,348,34,75,0,217,73136
17031804901,2468,2413,55,38,2430,2298,16,0,78,0,15,61,31,102379
17031804902,1858,1696,162,73,1785,1710,0,0,114,0,0,34,174,83876
17031805001,1781,1719,62,52,1729,1757,0,0,7,0,6,11,108,102135
17031805002,2832,2574,258,522,2310,1868,162,59,453,0,180,110,448,48029
17031805105,2539,2280,259,263,2276,1650,116,0,417,22,334,0,706,54572
17031805106,1203,1059,144,56,1147,1044,38,0,114,0,0,7,14,71979
17031805107,2857,2605,252,374,2483,1753,255,0,419,0,339,91,793,49161
17031805108,2458,2299,159,154,2304,1466,199,75,506,0,212,0,562,58904
17031805109,1658,1460,198,207,1451,1443,67,0,148,0,0,0,41,87889
17031805110,1938,1775,163,106,1832,1793,8,0,128,0,0,9,17,76350
17031805111,2788,2520,268,498,2290,2043,106,0,443,0,136,60,786,61052
17031805112,1285,1163,122,125,1160,1023,41,0,190,0,31,0,147,52150
17031805201,1164,1136,28,41,1123,925,0,0,184,0,0,55,61,101552
17031805202,1612,1468,144,69,1543,1312,19,11,242,0,11,17,69,83894
17031805301,1119,1001,118,138,981,756,90,0,231,0,20,22,31,64331
17031805302,1275,1190,85,113,1162,870,9,0,328,0,0,68,22,88287
17031805401,1357,1193,164,99,1258,1177,33,0,111,0,8,28,75,79958
17031805402,1790,1641,149,38,1752,1569,34,1,132,0,37,17,82,71044
17031805501,1492,1403,89,36,1456,1406,0,0,50,19,17,0,123,92500
17031805502,1541,1462,79,7,1534,1484,0,0,48,0,9,0,36,125764
17031805600,1496,1460,36,13,1483,1428,0,0,68,0,0,0,14,134167
17031805701,1951,1886,65,7,1944,1857,0,0,51,0,43,0,166,113576
17031805702,703,689,14,35,668,690,0,0,6,0,0,7,0,115417
17031805801,989,945,44,37,952,947,8,0,26,0,0,8,38,95489
17031805802,1881,1808,73,23,1858,1835,0,0,26,0,0,20,137,90504
17031805901,1813,1703,110,63,1750,1570,7,0,202,0,7,27,143,81250
17031805902,2069,1958,111,73,1996,1823,0,0,231,0,0,15,52,103417
17031806001,2330,2031,299,256,2074,1249,136,64,771,0,41,69,230,49912
17031806002,2632,2157,475,410,2222,1531,93,0,898,0,61,49,234,60682
17031806003,2881,2578,303,329,2552,1574,25,0,1226,0,39,17,203,62859
17031806004,2703,2308,395,360,2343,1969,37,0,618,0,42,37,329,47274
17031806102,1379,1238,141,176,1203,1124,14,0,205,0,36,0,153,89139
17031806103,1768,1719,49,85,1683,1558,0,10,154,5,28,13,154,90000
17031806104,1752,1459,293,554,1198,820,319,22,472,0,99,20,123,49967
17031806201,2301,2081,220,200,2101,1936,32,0,284,0,49,0,331,48151
17031806202,2465,2117,348,239,2226,2224,84,0,134,0,4,19,173,49359
17031806300,1687,1572,115,41,1646,1552,44,0,62,10,5,14,218,84974
17031806400,845,705,140,68,777,812,4,3,21,0,5,0,79,84250
17031806501,726,633,93,109,617,447,39,8,137,0,85,10,128,51667
17031806502,1463,1368,95,84,1379,1211,33,0,80,0,90,49,350,71359
17031806600,1290,1214,76,99,1191,1061,12,0,147,0,70,0,292,82708
17031806700,1470,1434,36,53,1417,1217,78,0,122,0,34,19,87,114167
17031806801,1413,1212,201,125,1288,952,65,0,267,0,33,96,48,63580
17031806802,1083,1043,40,64,1019,584,134,5,348,0,0,12,58,76295
17031806900,2217,1975,242,359,1858,1440,37,0,614,0,0,126,187,75186
17031807000,2007,1764,243,213,1794,1223,216,0,499,0,42,27,226,60542
17031807100,1186,1146,40,30,1156,920,134,0,117,0,9,6,39,118971
17031807200,1792,1690,102,159,1633,1109,205,0,383,0,8,87,107,92547
17031807300,2820,2388,432,346,2474,1694,232,17,738,0,0,139,240,58958
17031807400,2158,1883,275,268,1890,1380,170,0,498,18,33,59,280,53734
17031807500,1077,1066,11,38,1039,736,32,0,276,0,8,25,46,112565
17031807600,1979,1813,166,191,1788,1133,168,0,576,0,4,98,156,68815
17031807700,2139,1757,382,279,1860,1632,58,0,391,0,47,11,195,49009
17031807800,829,799,30,50,779,623,3,0,175,0,17,11,83,104875
17031807900,1346,1247,99,17,1329,1095,0,0,242,0,9,0,51,105132
17031808001,1227,1138,89,53,1174,809,34,0,328,0,9,47,64,100549
17031808002,1687,1547,140,99,1588,1158,20,0,435,0,13,61,116,77240
17031808100,1639,1469,170,71,1568,1509,0,11,86,0,10,23,98,50291
17031808200,1841,1687,154,217,1624,1395,33,15,371,0,17,10,163,70169
17031808301,2348,2128,220,119,2229,1582,60,0,624,0,51,31,136,78828
17031808302,1468,1401,67,106,1362,977,55,6,406,0,7,17,86,78250
17031808400,1445,1401,44,75,1370,1039,32,0,329,0,26,19,58,83634
17031808500,1307,1215,92,39,1268,973,12,0,271,0,28,23,58,94471
17031808600,703,685,18,21,682,668,0,0,29,0,4,2,15,170313
17031808702,401,330,71,4,397,328,4,0,58,0,0,11,8,68542
17031808800,1389,1286,103,0,1389,1208,55,0,108,0,0,18,18,134583
17031808900,1624,1547,77,12,1612,1532,0,0,68,0,20,4,30,141250
17031809000,1512,1456,56,8,1504,1351,53,0,60,0,17,31,22,138966
17031809100,1405,1338,67,14,1391,1257,77,0,61,0,0,10,18,106815
17031809200,1500,1077,423,322,1178,439,872,0,47,0,76,66,320,48648
17031809300,1656,974,682,85,1571,1147,217,0,260,0,15,17,84,36406
17031809400,2626,2069,557,16,2610,2014,62,0,509,0,41,0,193,52283
17031809500,1931,1557,374,66,1865,1431,180,0,274,0,0,46,131,65685
17031809600,1044,909,135,140,904,496,455,0,27,0,42,24,145,90625
17031809700,1163,1096,67,72,1091,670,338,0,33,0,53,69,120,83036
17031809800,1034,867,167,51,983,903,54,0,42,0,18,17,74,101364
17031809900,1323,1288,35,19,1304,1149,39,0,117,0,0,18,80,122083
17031810000,2712,2474,238,47,2665,2361,67,0,173,0,47,64,147,90185
17031810100,2029,1857,172,181,1848,1510,335,0,109,0,64,11,121,69436
17031810200,2564,2389,175,324,2240,1478,734,0,146,0,104,102,292,61743
17031810301,1475,1308,167,139,1336,863,531,0,46,0,24,11,270,76910
17031810302,1136,1059,77,60,1076,700,311,0,70,0,39,16,52,77162
17031810400,1995,1880,115,35,1960,1939,0,0,47,0,0,9,110,105598
17031810501,1844,1714,130,81,1763,1750,0,11,54,0,10,19,132,73429
17031810502,1863,1706,157,199,1664,1683,0,0,117,0,36,27,149,54172
17031810600,1847,1590,257,78,1769,1566,46,0,177,0,58,0,224,54525
17031810701,1854,1503,351,298,1556,1708,30,0,36,0,70,10,623,43587
17031810702,1474,1260,214,327,1147,1207,9,17,57,0,164,20,514,50707
17031810800,1700,1602,98,125,1575,1515,18,0,77,0,79,11,276,73462
17031810900,2562,2385,177,208,2354,2036,192,0,99,0,220,15,717,52871
17031811000,1642,1510,132,27,1615,1473,32,0,94,0,27,16,131,80208
17031811100,2471,2173,298,278,2193,2265,0,0,0,0,175,31,437,48672
17031811200,1760,1589,171,206,1554,1581,22,0,34,0,104,19,400,63495
17031811301,1437,1273,164,200,1237,1200,69,0,13,0,112,43,793,66655
17031811302,1086,810,276,246,840,693,114,19,9,0,248,3,622,40511
17031811401,1741,1582,159,243,1498,1399,28,5,87,0,183,39,585,65269
17031811402,1477,1359,118,89,1388,1287,0,15,79,0,69,27,548,62014
17031811500,2027,1892,135,121,1906,1817,0,0,24,0,158,28,647,72011
17031811600,2310,1914,396,243,2067,1939,20,22,106,0,130,93,438,50703
17031811701,1203,987,216,256,947,895,33,0,26,0,244,5,713,54691
17031811702,1630,1375,255,203,1427,1131,64,22,59,0,328,26,694,50663
17031811800,1488,1324,164,243,1245,1302,30,0,6,0,131,19,655,77566
17031811900,1871,1774,97,46,1825,1636,127,0,60,0,36,12,96,126250
17031812000,2094,2033,61,20,2074,1864,127,0,56,0,12,35,37,117941
17031812100,1535,1441,94,56,1479,985,491,8,35,0,16,0,91,125590
17031812200,1296,1256,40,34,1262,1083,123,0,36,0,31,23,67,228229
17031812301,2335,2147,188,48,2287,1543,424,0,213,0,59,96,249,82218
17031812302,977,885,92,42,935,760,156,0,46,0,0,15,64,139189
17031812400,1099,1071,28,9,1090,1015,28,0,56,0,0,0,0,187917
17031812500,1550,1274,276,199,1351,885,543,0,61,0,38,23,59,62500
17031812600,1759,1481,278,69,1690,984,502,0,180,0,38,55,128,56415
17031812700,1546,1394,152,188,1358,1054,256,0,83,0,71,82,178,62800
17031812801,1791,1473,318,283,1508,1249,404,0,81,0,25,32,92,62054
17031812802,1293,1169,124,111,1182,933,213,0,72,0,23,52,76,55179
17031812900,1727,1599,128,122,1605,1455,187,0,69,0,7,9,80,111607
17031813000,1414,1316,98,63,1351,1021,319,0,12,0,29,33,133,104792
17031813100,1810,1668,142,95,1715,1216,365,0,113,0,33,83,68,91250
17031813200,1552,1471,81,133,1419,1228,178,0,80,0,28,38,58,130880
17031813301,864,660,204,279,585,244,61,0,0,0,559,0,769,40536
17031813302,877,687,190,212,665,323,58,0,0,0,496,0,777,48233
17031813400,1893,1476,417,443,1450,653,109,11,0,0,1052,68,1567,52274
17031813500,1850,1594,256,406,1444,710,88,0,24,0,966,62,1530,55168
17031813600,1441,1140,301,364,1077,408,21,0,21,0,969,22,1320,51086
17031813701,971,746,225,334,637,390,95,20,0,0,466,0,823,41707
17031813702,1073,816,257,244,829,240,167,0,10,0,656,0,879,42123
17031813801,754,659,95,149,605,289,0,6,6,0,453,0,708,48088
17031813802,1413,1190,223,405,1008,521,58,10,42,0,768,14,1127,41044
17031813900,1570,1246,324,442,1128,694,65,0,16,0,785,10,1257,43571
17031814000,1343,1148,195,302,1041,688,47,9,0,0,592,7,1075,46225
17031814100,1235,1022,213,269,966,432,112,0,10,0,644,37,1027,42176
17031814200,1909,1597,312,526,1383,828,51,0,0,0,1008,22,1647,41533
17031814300,1309,1036,273,381,928,510,31,27,14,0,717,10,1163,44440
17031814400,2275,1858,417,578,1697,1243,43,4,18,0,923,44,1572,44867
17031814500,1449,1382,67,202,1247,719,29,9,0,0,692,0,1117,65638
17031814600,1673,1380,293,330,1343,1167,164,0,28,0,249,65,911,63814
17031814700,1587,1410,177,302,1285,1154,19,0,76,0,276,62,834,66771
17031814800,2031,1888,143,259,1772,927,425,14,119,0,546,0,933,53072
17031814900,2331,1916,415,578,1753,1450,466,0,36,0,365,14,1038,56663
17031815000,1267,1131,136,269,998,637,121,16,30,0,415,48,761,58015
17031815100,1317,1175,142,279,1038,674,71,4,55,0,500,13,818,65182
17031815200,2185,1872,313,366,1819,1141,151,39,48,0,767,39,1297,60687
17031815300,1266,1164,102,189,1077,750,31,0,73,0,348,64,588,69167
17031815400,2018,1786,232,250,1768,1533,77,0,43,0,282,83,646,53393
17031815500,2550,2276,274,265,2285,1456,34,0,17,0,878,165,1457,62167
17031815600,1917,1737,180,336,1581,1578,65,0,20,0,227,27,479,63383
17031815701,1295,1254,41,33,1262,1229,9,4,10,0,22,21,130,125486
17031815702,1910,1758,152,141,1769,1817,45,0,48,0,0,0,196,91607
17031815800,555,466,89,28,527,531,0,0,8,0,16,0,50,86458
17031815900,2900,2501,399,428,2472,1521,1052,16,186,0,0,125,117,52642
17031816000,1604,1435,169,87,1517,1092,364,0,119,0,18,11,56,71389
17031816100,2611,2376,235,297,2314,1580,698,14,147,0,81,91,189,59485
17031816200,1550,1280,270,127,1423,1016,298,0,48,0,183,5,461,52357
17031816300,1602,1457,145,245,1357,1145,38,0,7,0,402,10,967,67905
17031816401,1362,1156,206,315,1047,723,34,0,0,0,595,10,1094,54274
17031816402,1162,1039,123,125,1037,701,45,11,0,0,405,0,851,47976
17031816500,1321,1017,304,334,987,898,57,0,0,0,361,5,880,40632
17031816600,1189,987,202,361,828,564,43,0,47,0,493,42,955,57880
17031816700,809,656,153,158,651,522,73,0,22,0,188,4,507,48381
17031816800,1870,1707,163,231,1639,1168,513,9,37,0,120,23,438,60857
17031816900,1750,1563,187,405,1345,305,1166,0,21,0,243,15,480,61484
17031817000,1706,1533,173,256,1450,214,1360,10,0,0,122,0,258,52200
17031817101,1720,1418,302,431,1289,76,1503,0,38,0,78,25,90,46234
17031817102,1064,911,153,205,859,125,882,0,0,0,30,27,73,63141
17031817200,1580,1351,229,532,1048,112,1274,0,0,0,98,96,231,50167
17031817300,814,475,339,261,553,61,629,0,0,0,117,7,163,31500
17031817400,1115,923,192,322,793,386,344,0,8,0,331,46,547,59926
17031817500,1290,938,352,556,734,66,1117,0,43,0,64,0,101,32900
17031817600,1236,1108,128,405,831,116,1043,0,0,0,64,13,159,46591
17031817700,1655,1462,193,407,1248,197,1399,0,9,0,50,0,189,61250
17031817900,2432,2107,325,617,1815,422,1937,0,73,0,0,0,43,47847
17031818000,1534,1340,194,254,1280,710,605,0,157,0,13,49,176,60066
17031818100,847,802,45,40,807,634,115,0,42,0,48,8,141,91023
17031818200,1689,1532,157,189,1500,978,472,8,42,0,97,92,318,70790
17031818300,2011,1875,136,363,1648,789,925,0,20,0,247,30,484,54597
17031818401,1321,1231,90,85,1236,828,317,0,60,0,99,17,246,76042
17031818402,1386,1267,119,28,1358,978,261,0,32,0,80,35,146,63243
17031818500,2412,2262,150,53,2359,2042,124,0,123,0,102,21,224,85958
17031818600,1895,1764,131,220,1675,1635,129,0,78,0,27,26,212,86331
17031818700,1337,1219,118,108,1229,1255,32,8,9,0,33,0,161,84417
17031818800,2108,2065,43,83,2025,1980,29,0,32,0,17,50,135,84053
17031818900,1820,1726,94,61,1759,1667,74,0,30,0,38,11,159,77711
17031819000,1551,1464,87,11,1540,1533,0,0,0,0,8,10,53,135208
17031819100,1726,1571,155,218,1508,1439,139,0,17,0,92,39,481,55076
17031819200,2134,1850,284,206,1928,1629,33,0,51,0,379,42,818,63846
17031819300,1015,954,61,37,978,900,29,0,16,0,53,17,213,75639
17031819400,1960,1724,236,352,1608,1534,180,21,31,0,177,17,488,78571
17031819500,1321,1214,107,102,1219,1073,202,0,22,0,0,24,88,79464
17031819600,1233,1209,24,8,1225,1224,0,0,0,0,0,9,26,150273
17031819700,1844,1783,61,43,1801,1821,10,0,7,0,0,6,36,175078
17031819801,1717,1680,37,32,1685,1685,11,0,21,0,0,0,67,162765
17031819802,959,893,66,6,953,931,4,0,7,0,10,7,43,148646
17031819900,1133,1113,20,0,1133,1122,0,0,11,0,0,0,16,179338
17031820000,680,667,13,13,667,541,17,0,122,0,0,0,25,218000
17031820101,2851,2731,120,127,2724,2692,27,0,99,0,19,14,48,100339
17031820103,1443,1360,83,95,1348,1290,18,0,19,0,99,17,331,64152
17031820104,1630,1433,197,196,1434,1449,113,0,16,0,15,37,244,60000
17031820201,3162,3109,53,123,3039,2854,28,0,162,0,72,46,225,106317
17031820202,1229,1096,133,236,993,1145,20,0,4,0,60,0,290,52478
17031820300,1624,1415,209,312,1312,1108,46,0,115,0,355,0,969,58301
17031820400,1644,1296,348,416,1228,942,312,16,11,0,339,24,1043,41144
17031820501,2081,1992,89,81,2000,1944,47,0,58,0,3,29,416,65016
17031820502,1725,1491,234,310,1415,1447,29,0,59,0,157,33,296,52894
17031820603,1917,1663,254,486,1431,1644,121,8,41,0,60,43,408,57557
17031820604,1525,1209,316,355,1170,1378,24,0,0,0,40,83,283,40746
17031820605,1708,1384,324,486,1222,663,981,0,22,0,42,0,240,48148
17031820606,1474,1345,129,48,1426,1298,36,0,34,0,48,58,188,73281
17031820700,2260,2122,138,479,1781,1635,19,0,45,0,561,0,994,59467
17031820800,1141,1051,90,196,945,900,14,0,8,0,197,22,466,71831
17031820901,1828,1612,216,302,1526,1534,129,51,29,0,66,19,547,54625
17031820902,1505,1372,133,173,1332,1270,56,0,18,0,143,18,594,73646
17031821001,1631,1499,132,237,1394,1521,38,0,15,0,31,26,204,57148
17031821002,1785,1627,158,259,1526,1601,24,0,21,0,132,7,434,58153
17031821101,1452,1251,201,258,1194,1223,8,0,23,0,143,55,313,63429
17031821102,1319,1163,156,256,1063,1100,48,0,18,0,109,44,284,63388
17031821200,2202,1856,346,560,1642,745,1085,29,0,0,325,18,744,39939
17031821300,2022,1656,366,510,1512,857,794,27,17,0,323,4,759,43870
17031821401,1529,1245,284,355,1174,88,1335,0,0,0,36,70,87,43560
17031821402,1448,1266,182,158,1290,77,1327,0,0,0,35,9,10,49300
17031821500,664,439,225,257,407,27,614,0,0,0,5,18,5,30222
17031821600,1591,1407,184,228,1363,767,692,0,0,0,106,26,248,64102
17031821700,1700,1652,48,51,1649,1397,297,0,0,0,6,0,63,87500
17031821800,1934,1768,166,121,1813,1283,582,0,0,0,48,21,168,71316
17031821900,1773,1665,108,101,1672,1436,237,0,42,0,44,14,187,71393
17031822000,1718,1585,133,172,1546,1646,29,5,7,0,5,26,192,49359
17031822101,1617,1510,107,112,1505,1395,83,0,0,0,139,0,233,70030
17031822102,1919,1625,294,132,1787,1222,411,0,36,0,204,46,457,54004
17031822200,1265,1221,44,43,1222,1166,16,0,14,0,52,17,212,93723
17031822301,1222,1024,198,123,1099,1142,26,0,17,0,17,20,147,63973
17031822302,1531,1326,205,230,1301,1232,57,0,112,0,106,24,247,54241
17031822400,2064,1616,448,325,1739,1835,103,0,22,0,104,0,302,41902
17031822500,1575,1455,120,159,1416,1428,102,0,8,0,25,12,218,71949
17031822601,1694,1642,52,134,1560,1594,33,0,16,0,51,0,266,77500
17031822602,2753,2516,237,330,2423,2275,211,0,168,0,65,34,269,62843
17031822701,2017,1880,137,310,1707,1586,247,0,56,0,128,0,310,55662
17031822702,1444,1287,157,129,1315,1150,190,0,31,0,63,10,170,52963
17031822801,1481,1275,206,38,1443,1131,173,0,28,0,116,33,273,58569
17031822802,1243,1154,89,109,1134,1180,44,0,6,0,0,13,144,64646
17031822900,674,641,33,80,594,633,0,0,0,0,28,13,69,57857
17031823001,2429,1988,441,575,1854,1788,505,0,74,0,40,22,218,45292
17031823002,2183,1881,302,212,1971,1981,103,0,62,0,16,21,233,50024
17031823101,1675,1444,231,329,1346,1581,65,0,11,0,9,9,98,49702
17031823102,1229,1147,82,157,1072,1154,9,0,0,0,66,0,124,71830
17031823200,1723,1563,160,113,1610,1588,84,0,23,0,28,0,239,68208
17031823302,2353,2106,247,279,2074,1115,1024,25,7,0,107,75,256,49662
17031823303,1558,1313,245,147,1411,1203,240,0,0,0,71,44,317,63065
17031823304,2388,2102,286,347,2041,1576,633,0,34,0,116,29,404,49014
17031823400,1763,1453,310,352,1411,893,427,10,7,0,291,135,643,47371
17031823500,1597,1422,175,323,1274,1017,375,39,6,0,110,50,448,56331
17031823602,2842,2530,312,307,2535,2750,44,0,24,0,24,0,99,63017
17031823603,614,445,169,152,462,208,263,20,0,0,123,0,324,40521
17031823604,1364,1311,53,41,1323,1278,14,0,34,0,25,13,87,86944
17031823605,1543,1371,172,62,1481,1453,54,0,25,0,11,0,35,61250
17031823702,2390,2069,321,188,2202,1942,318,0,50,0,41,39,223,56938
17031823703,2881,2260,621,510,2371,2643,33,0,189,0,16,0,460,53549
17031823704,1321,1298,23,47,1274,1269,16,7,29,0,0,0,83,99306
17031823705,1698,1437,261,192,1506,1568,130,0,0,0,0,0,155,58895
17031823801,2276,2139,137,21,2255,2130,23,0,53,0,50,20,153,88750
17031823803,2289,2099,190,262,2027,2239,0,0,50,0,0,0,85,66287
17031823805,1393,1260,133,56,1337,1332,16,0,26,0,0,19,100,54594
17031823806,1542,1315,227,218,1324,1322,27,13,30,0,97,53,167,50855
17031823901,1493,1439,54,59,1434,1402,0,9,66,9,0,7,31,84116
17031823903,1633,1524,109,67,1566,1555,30,0,0,0,39,9,103,83828
17031823904,1620,1577,43,0,1620,1588,0,7,25,0,0,0,7,85119
17031824003,2077,1935,142,12,2065,2038,0,0,39,0,0,0,99,92984
17031824004,2115,1937,178,205,1910,2081,0,0,34,0,0,0,51,71250
17031824005,2007,1889,118,98,1909,1892,19,0,62,0,6,28,114,106656
17031824006,1497,1421,76,22,1475,1417,0,0,36,0,21,23,78,124519
17031824105,2362,2248,114,141,2221,2218,29,0,86,0,29,0,217,106978
17031824106,2613,2501,112,185,2428,2433,28,0,36,0,21,95,108,91250
17031824107,2603,2498,105,64,2539,2427,67,0,33,0,34,42,187,73825
17031824108,2613,2349,264,187,2426,2233,191,12,146,0,31,0,155,85932
17031824113,2353,2238,115,165,2188,2067,55,0,214,0,17,0,172,95668
17031824114,1887,1805,82,9,1878,1688,89,0,110,0,0,0,18,104861
17031824115,1424,1321,103,126,1298,1235,67,34,74,0,0,14,65,69342
17031824116,2180,1968,212,322,1858,1855,170,0,66,0,78,11,207,67870
17031824117,3385,3264,121,143,3242,3139,54,0,137,0,22,33,137,97899
17031824119,2093,2001,92,33,2060,1892,20,0,120,0,42,19,42,98854
17031824120,3450,3306,144,60,3390,3166,44,0,189,0,36,15,116,105942
17031824121,1242,1140,102,81,1161,1167,31,0,44,0,0,0,27,81480
17031824122,2322,2162,160,43,2279,2234,27,0,49,0,0,12,127,99038
17031824123,2832,2509,323,150,2682,2648,65,0,23,0,52,44,319,66981
17031824300,1620,1011,609,683,937,114,1495,11,0,0,0,0,75,26342
